code,PORTEFEUILLE,TITRE,DESCRIPTION,CLASSE,Quantité_Actif,COURS,Valo_Titre_CV,POIDS,ACTIF_NET_NET
0661231,066,1231,SODEP-MARSA MAROC,ACT,15970,901,14388970,7.31794374424716%,196625862.44
0661232,066,1232,LAFARGE-HOLCIM MAROC,ACT,5952,1799,10707648,5.44569664800195%,196625862.44
0661243,066,1243,BANK OF AFRICA,ACT,9863,209,2061367,1.04837022679508%,196625862.44
0661244,066,1244,ATW,ACT,52394,731,38300014,19.4786247977359%,196625862.44
0661252,066,1252,TGCC,ACT,9117,834.3,7606313.1,3.86841944676584%,196625862.44
0661258,066,1258,AKDITAL,ACT,3550,1119,3972450,2.02030900243969%,196625862.44
0661275,066,1275,VICENNE,ACT,764,420,320880,0.163193181211305%,196625862.44
0661276,066,1276,CASH PLUS,ACT,885,290,256650,0.130527081643859%,196625862.44
0661278,066,1278,SGTM,ACT,5385,835,4496475,2.28681768725723%,196625862.44
0664198,066,4198,FCP Winéo Actions,OPC,3132.224,4356.33,13645001.37792,6.9395761109929%,196625862.44
06680129,066,80129,Droit d ' Attribution BOA 1/48  2025,ACT,14,4.35,60.9,0.0000309725278476953%,196625862.44
066US02079K1079,066,US02079K1079,GOOG ALPHABET C,ACT,1460,331.33,483741.8,0.246021451093501%,196625862.44
066US0231351067,066,US0231351067,AMAZON,ACT,1240,222.69,276135.6,0.140437069962891%,196625862.44
066US57636Q1040,066,US57636Q1040,MASTERCARD INCORPORATED,ACT,620,551.89,342171.8,0.17402176689977%,196625862.44
066XS2355149316,066,XS2355149316,OBL OCP INTERNATIONAL  du 23/06/2021 à 3.75% 10 ans,OBL,786,1004.95,789890.7,0.401722688052307%,196625862.44
0671001,067,1001,SONASID,ACT,1537,1985,3050945,1.62102589240388%,188210750.63
0671050,067,1050,CIMENTS DU MAROC,ACT,6277,1737,10903149,5.79305324669487%,188210750.63
0671095,067,1095,AFRIQUIA GAZ ,ACT,930,4099,3812070,2.02542627731934%,188210750.63
0671096,067,1096,AUTO-HALL ,ACT,37432,90.21,3376740.72,1.79412743889337%,188210750.63
0671105,067,1105,MANAGEM,ACT,2383,7550,17991650,9.55931047497358%,188210750.63
0671148,067,1148,ITISSALAT AL MAGHRIB,ACT,150024,106.85,16030064.4,8.51708223166975%,188210750.63
0671151,067,1151,ADDOHA,ACT,149382,29.9,4466521.8,2.37314913470626%,188210750.63
0671163,067,1163,DISWAY,ACT,1775,880,1562000,0.82992071110258%,188210750.63
0671172,067,1172,SNEP,ACT,3113,458,1425754,0.757530584851055%,188210750.63
0671179,067,1179,CMT,ACT,1290,2100,2709000,1.43934392213629%,188210750.63
0671181,067,1181,ALLIANCES,ACT,5126,498,2552748,1.35632422242362%,188210750.63
0671185,067,1185,DELTA HOLDING,ACT,39994,68,2719592,1.44497165592118%,188210750.63
0671220,067,1220,TAQA MOROCCO ,ACT,1341,1945,2608245,1.38581084835451%,188210750.63
0671224,067,1224,COSUMAR,ACT,55191,202.95,11201013.45,5.9513143709946%,188210750.63
0671226,067,1226,TOTALENERGIES MARKETING MAROC,ACT,3928,1598,6276944,3.33506134957175%,188210750.63
0671231,067,1231,SODEP-MARSA MAROC,ACT,18354,901,16536954,8.78640244759965%,188210750.63
0671232,067,1232,LAFARGE-HOLCIM MAROC,ACT,6820,1799,12269180,6.51885185034927%,188210750.63
0671238,067,1238,IMMORENT INVEST,ACT,29884,91.5,2734386,1.45283199330918%,188210750.63
0671239,067,1239,MUTANDIS,ACT,13000,244.85,3183050,1.69121582552821%,188210750.63
0671246,067,1246,ARADEI CAPITAL,ACT,6649,440,2925560,1.55440642482283%,188210750.63
0671250,067,1250,SOTHEMA,ACT,2700,1730,4671000,2.48179234414862%,188210750.63
0671252,067,1252,TGCC,ACT,11978,834.3,9993245.4,5.30960392355352%,188210750.63
0671258,067,1258,AKDITAL,ACT,8227,1119,9206013,4.89133217373854%,188210750.63
0671261,067,1261,HPS (VN 10),ACT,17408,520,9052160,4.80958710897204%,188210750.63
0671271,067,1271,CMGP GROUP,ACT,6854,376,2577104,1.36926503474091%,188210750.63
0671275,067,1275,VICENNE,ACT,618,420,259560,0.137909231609338%,188210750.63
0671276,067,1276,CASH PLUS,ACT,726,290,210540,0.111863960637348%,188210750.63
0671278,067,1278,SGTM,ACT,11430,835,9544050,5.07093774827054%,188210750.63
067US8863647025,067,US8863647025,SP FUNDS DOW JONES GLOBAL SU,OPC,45400,18.26,829004,0.440465806137569%,188210750.63
102075,102,075,FCP WG MOMENTUM FACTOR FUND ,OPC,41000,174.67,7161470,0.855353085017352%,837253074.25
1021001,102,1001,SONASID,ACT,3760,1985,7463600,0.891438948335399%,837253074.25
1021006,102,1006,SMI,ACT,347,5300,1839100,0.219658793328103%,837253074.25
1021035,102,1035,CREDIT EQDOM,ACT,1926,1380,2657880,0.317452402594149%,837253074.25
1021036,102,1036,SOCIETE DE BOISSONS DU MAROC,ACT,1368,2209,3021912,0.360931729358771%,837253074.25
1021038,102,1038,CDM,ACT,12430,1040,12927200,1.54400149698823%,837253074.25
1021050,102,1050,CIMENTS DU MAROC,ACT,17949,1737,31177413,3.72377408442821%,837253074.25
1021080,102,1080,SAMIR ,ACT,5919,0,0,0%,837253074.25
1021081,102,1081,BMCI,ACT,4092,629,2573868,0.307418160549083%,837253074.25
1021092,102,1092,WAFA ASSURANCE,ACT,6570,4900,32193000,3.84507396749042%,837253074.25
1021095,102,1095,AFRIQUIA GAZ ,ACT,2197,4099,9005503,1.07560106698527%,837253074.25
1021096,102,1096,AUTO-HALL ,ACT,14050,90.21,1267450.5,0.151382006107934%,837253074.25
1021105,102,1105,MANAGEM,ACT,7366,7550,55613300,6.64235243923322%,837253074.25
1021145,102,1145,CIH,ACT,45975,400,18390000,2.19646849508119%,837253074.25
1021146,102,1146,RISMA,ACT,2908,370,1075960,0.128510725501227%,837253074.25
1021148,102,1148,ITISSALAT AL MAGHRIB,ACT,513468,106.85,54864055.8,6.5528640607437%,837253074.25
1021151,102,1151,ADDOHA,ACT,404481,29.9,12093981.9,1.44448342704906%,837253074.25
1021171,102,1171,ATLANTASANAD,ACT,20387,135,2752245,0.328723188322172%,837253074.25
1021172,102,1172,SNEP,ACT,2212,458,1013096,0.121002362506404%,837253074.25
1021179,102,1179,CMT,ACT,2127,2100,4466700,0.533494607231059%,837253074.25
1021180,102,1180,LABEL VIE,ACT,5235,4280,22405800,2.67610841800382%,837253074.25
1021181,102,1181,ALLIANCES,ACT,32516,498,16192968,1.9340589480075%,837253074.25
1021185,102,1185,DELTA HOLDING,ACT,33364,68,2268752,0.27097565476631%,837253074.25
1021188,102,1188,BCP,ACT,113708,270,30701160,3.6668912834392%,837253074.25
1021208,102,1208,JET CONTRACTORS,ACT,3395,2600,8827000,1.054280989999%,837253074.25
1021220,102,1220,TAQA MOROCCO ,ACT,6529,1945,12698905,1.51673435315547%,837253074.25
1021224,102,1224,COSUMAR,ACT,98497,202.95,19989966.15,2.38756557184418%,837253074.25
1021226,102,1226,TOTALENERGIES MARKETING MAROC,ACT,6435,1598,10283130,1.22819853593389%,837253074.25
1021231,102,1231,SODEP-MARSA MAROC,ACT,76248,901,68699448,8.20533839920983%,837253074.25
1021232,102,1232,LAFARGE-HOLCIM MAROC,ACT,25379,1799,45656821,5.45316851071568%,837253074.25
1021239,102,1239,MUTANDIS,ACT,15146,244.85,3708498.1,0.442936337178818%,837253074.25
1021243,102,1243,BANK OF AFRICA,ACT,179691,209,37555419,4.48555163964511%,837253074.25
1021244,102,1244,ATW,ACT,211539,731,154635009,18.4693271074006%,837253074.25
1021246,102,1246,ARADEI CAPITAL,ACT,9732,440,4282080,0.511443926776361%,837253074.25
1021250,102,1250,SOTHEMA,ACT,1806,1730,3124380,0.373170322820108%,837253074.25
1021252,102,1252,TGCC,ACT,46529,834.3,38819144.7,4.63648876234628%,837253074.25
1021258,102,1258,AKDITAL,ACT,23819,1119,26653461,3.18344140137984%,837253074.25
1021261,102,1261,HPS (VN 10),ACT,15425,520,8021000,0.95801380092693%,837253074.25
1021262,102,1262,CFG BANK,ACT,41967,230,9652410,1.15286647453%,837253074.25
1021271,102,1271,CMGP GROUP,ACT,16653,376,6261528,0.747865632575789%,837253074.25
1021275,102,1275,VICENNE,ACT,4471,420,1877820,0.224283440425958%,837253074.25
1021276,102,1276,CASH PLUS,ACT,14504,290,4206160,0.502376178644411%,837253074.25
1021278,102,1278,SGTM,ACT,34581,835,28875135,3.44879414457402%,837253074.25
10280129,102,80129,Droit d ' Attribution BOA 1/48  2025,ACT,31,4.35,134.85,0.000016106241248597%,837253074.25
1071001,107,1001,SONASID,ACT,1243,1985,2467355,1.55719829510835%,158448349.69
1071035,107,1035,CREDIT EQDOM,ACT,2330,1380,3215400,2.02930482159697%,158448349.69
1071038,107,1038,CDM,ACT,1782,1040,1853280,1.16964298058383%,158448349.69
1071050,107,1050,CIMENTS DU MAROC,ACT,3230,1737,5610510,3.54090781694907%,158448349.69
1071092,107,1092,WAFA ASSURANCE,ACT,969,4900,4748100,2.99662319569092%,158448349.69
1071095,107,1095,AFRIQUIA GAZ ,ACT,279,4099,1143621,0.721762645201079%,158448349.69
1071105,107,1105,MANAGEM,ACT,1637,7550,12359350,7.80023902058983%,158448349.69
107113,107,113,ATTIJARI DIVERSIFIE           ,OPC,16056,720.93,11575252.08,7.30537875758673%,158448349.69
1071145,107,1145,CIH,ACT,9949,400,3979600,2.51160709959175%,158448349.69
1071148,107,1148,ITISSALAT AL MAGHRIB,ACT,37212,106.85,3976102.2,2.50939956634395%,158448349.69
1071151,107,1151,ADDOHA,ACT,81773,29.9,2445012.7,1.54309761179817%,158448349.69
1071180,107,1180,LABEL VIE,ACT,966,4280,4134480,2.60935504098907%,158448349.69
1071208,107,1208,JET CONTRACTORS,ACT,583,2600,1515800,0.956652437823191%,158448349.69
1071226,107,1226,TOTALENERGIES MARKETING MAROC,ACT,2532,1598,4046136,2.55359933247406%,158448349.69
1071231,107,1231,SODEP-MARSA MAROC,ACT,11640,901,10487640,6.61896448938647%,158448349.69
1071232,107,1232,LAFARGE-HOLCIM MAROC,ACT,807,1799,1451793,0.916256308658559%,158448349.69
1071243,107,1243,BANK OF AFRICA,ACT,5402,209,1129018,0.712546392694461%,158448349.69
1071244,107,1244,ATW,ACT,26527,731,19391237,12.238206985392%,158448349.69
1071252,107,1252,TGCC,ACT,7387,834.3,6162974.1,3.8895792301136%,158448349.69
1071258,107,1258,AKDITAL,ACT,1430,1119,1600170,1.00990007351335%,158448349.69
1071261,107,1261,HPS (VN 10),ACT,2890,520,1502800,0.948447871461071%,158448349.69
1071276,107,1276,CASH PLUS,ACT,730,290,211700,0.133608207604677%,158448349.69
1071278,107,1278,SGTM,ACT,2233,835,1864555,1.17675886410174%,158448349.69
107201553,107,201553,BDT DU 14/02/2020 30ANS 4%,OBL,5,107456.42,537282.1,0.339089741894553%,158448349.69
107201631,107,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,10,97969.4,979694,0.618304956736214%,158448349.69
107201808,107,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,89,119318.13,10619313.57,6.70206637732511%,158448349.69
107201809,107,201809,BDT DU 20/03/2023 à 5.5 30 ans ,OBL,45,131399.42,5912973.9,3.73179898154104%,158448349.69
107201840,107,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,30,103575.97,3107279.1,1.96106750627527%,158448349.69
107201862,107,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,11,106923.5,1176158.5,0.742297728124732%,158448349.69
1075106,107,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,41,32551.56,1334613.96,0.842302215587058%,158448349.69
1075116,107,5116,OBLIGATION A1 MIFTTAH 11/06/2021 12 ANS AMORT,OBL,86,55969.61,4813386.46,3.03782681827691%,158448349.69
10780129,107,80129,Droit d ' Attribution BOA 1/48  2025,ACT,12,4.35,52.2,0.0000329444895463587%,158448349.69
1079300,107,9300,OBL SUBORD CDM du 21/12/2016 à 3.13% REVISABLE 10 ANS,OBL,69,100383.18,6926439.42,4.37141783650723%,158448349.69
1079395,107,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,94,61843,5813242,3.66885613600486%,158448349.69
1079411,107,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,24,104064.87,2497556.88,1.57625932039457%,158448349.69
1079425,107,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,20,100108.67,2002173.4,1.26361265605934%,158448349.69
1079523,107,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,31,98933.12,3066926.72,1.93560029246146%,158448349.69
1079644,107,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS ,OBL,19,102621.92,1949816.48,1.23056913108579%,158448349.69
107US46090E1038,107,US46090E1038,INVESCO QQQ TRUST SERIES 1,OPC,1672,597.03,998234.16,0.630006031588854%,158448349.69
107XS2239829216,107,XS2239829216,EUROBOND DU 30/09/2020 10 ans (2030),OBL,23,1017.32,23398.36,0.0147671844142134%,158448349.69
107XS2270576965,107,XS2270576965,EUROBOND DU 15/12/2020 SEM (2032),OBL,480,1004.62,482217.6,0.304337407706326%,158448349.69
108056,108,056,FCP WG MONETAIRE,OPC,7000,1216.92,8518440,2.17258762667171%,392087292.38
1081035,108,1035,CREDIT EQDOM,ACT,3691,1380,5093580,1.29909336491922%,392087292.38
1081050,108,1050,CIMENTS DU MAROC,ACT,4636,1737,8052732,2.05381101517453%,392087292.38
1081081,108,1081,BMCI,ACT,3931,629,2472599,0.630624620601993%,392087292.38
1081092,108,1092,WAFA ASSURANCE,ACT,1993,4900,9765700,2.4906953603932%,392087292.38
1081105,108,1105,MANAGEM,ACT,3327,7550,25118850,6.40644328142508%,392087292.38
1081145,108,1145,CIH,ACT,16933,400,6773200,1.72747246126906%,392087292.38
1081151,108,1151,ADDOHA,ACT,58023,29.9,1734887.7,0.442474860500859%,392087292.38
1081181,108,1181,ALLIANCES,ACT,8500,498,4233000,1.07960652698162%,392087292.38
1081208,108,1208,JET CONTRACTORS,ACT,670,2600,1742000,0.4442888188051%,392087292.38
1081220,108,1220,TAQA MOROCCO ,ACT,885,1945,1721325,0.439015758340809%,392087292.38
1081226,108,1226,TOTALENERGIES MARKETING MAROC,ACT,18,1598,28764,0.00733612146045344%,392087292.38
1081231,108,1231,SODEP-MARSA MAROC,ACT,36162,901,32581962,8.30987451856065%,392087292.38
1081243,108,1243,BANK OF AFRICA,ACT,15098,209,3155482,0.804790683433269%,392087292.38
1081244,108,1244,ATW,ACT,77461,731,56623991,14.4416797229739%,392087292.38
1081252,108,1252,TGCC,ACT,36876,834.3,30765646.8,7.84663196127836%,392087292.38
1081258,108,1258,AKDITAL,ACT,8425,1119,9427575,2.40445818653645%,392087292.38
1081270,108,1270,STOKVIS NORD-AFRIQUE VN 10,ACT,14000,92.6,1296400,0.330640657117641%,392087292.38
1081271,108,1271,CMGP GROUP,ACT,10878,376,4090128,1.04316770257271%,392087292.38
1081275,108,1275,VICENNE,ACT,941,420,395220,0.10079898218608%,392087292.38
1081278,108,1278,SGTM,ACT,30292,835,25293820,6.45106854814513%,392087292.38
108201631,108,201631,BDT du 14/07/2021 ATYP 18/01/2021 à 3.45% 15 ans,OBL,60,97969.4,5878164,1.49919778432989%,392087292.38
108201792,108,201792,BDT du 16/01/2023 atp  a 4.20%  10 ans,OBL,54,110402.31,5961724.74,1.52050955383223%,392087292.38
108201808,108,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,356,119318.13,42477254.28,10.8336217739065%,392087292.38
108201837,108,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,73,108473.11,7918537.03,2.01958522601788%,392087292.38
108201840,108,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,70,103575.97,7250317.9,1.84915911352036%,392087292.38
108201862,108,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,229,106923.5,24485481.5,6.24490565643463%,392087292.38
1085106,108,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,227,32551.56,7389204.12,1.88458138368805%,392087292.38
1085116,108,5116,OBLIGATION A1 MIFTTAH 11/06/2021 12 ANS AMORT,OBL,104,55969.61,5820839.44,1.48457742781386%,392087292.38
10880129,108,80129,Droit d ' Attribution BOA 1/48  2025,ACT,6,4.35,26.1,0.00000665668092469179%,392087292.38
1089360,108,9360,OBL AL MADA DU 17/01/2018 à 4.08% 10 ANS,OBL,20,101570.67,2031413.4,0.518102330649169%,392087292.38
1089395,108,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,94,61843,5813242,1.4826397368589%,392087292.38
1089411,108,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,86,104064.87,8949578.82,2.28254753314635%,392087292.38
1089425,108,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,106,100108.67,10611519.02,2.70641748055319%,392087292.38
1089523,108,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,89,98933.12,8805047.68,2.24568555296773%,392087292.38
1089644,108,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS ,OBL,30,102621.92,3078657.6,0.785196985424422%,392087292.38
108FR0000121667,108,FR0000121667,ESSILORLUXOTTICA,ACT,2070,258.6,535302,0.136526230358213%,392087292.38
108USN070592100,108,USN070592100,ASML HOLDING NV-NY ,ACT,840,1350.16,1134134.4,0.289255587222865%,392087292.38
108XS1061043367,108,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,1500,1020.49,1530735,0.390406684875789%,392087292.38
108XS2270576965,108,XS2270576965,EUROBOND DU 15/12/2020 SEM (2032),OBL,32,1004.62,32147.84,0.00819915376620858%,392087292.38
108XS2810168737,108,XS2810168737,OBL OCP INTERNATIONAL 6.75% 10 ANS,OBL,752,1018.72,766077.44,0.195384409259951%,392087292.38
108XS2810168810,108,XS2810168810,OBL OCP INTERNATIONAL 7.50% 30ANS,OBL,43,1020.8,43894.4,0.0111950580529039%,392087292.38
1091001,109,1001,SONASID,ACT,410,1985,813850,1.07170720989471%,75939584.29
1091035,109,1035,CREDIT EQDOM,ACT,270,1380,372600,0.490653199492251%,75939584.29
1091036,109,1036,SOCIETE DE BOISSONS DU MAROC,ACT,56,2209,123704,0.162897915700455%,75939584.29
1091038,109,1038,CDM,ACT,1007,1040,1047280,1.3790963037151%,75939584.29
1091050,109,1050,CIMENTS DU MAROC,ACT,1840,1737,3196080,4.2087141112002%,75939584.29
1091080,109,1080,SAMIR ,ACT,289,0,0,0%,75939584.29
1091081,109,1081,BMCI,ACT,533,629,335257,0.441478582131438%,75939584.29
1091092,109,1092,WAFA ASSURANCE,ACT,710,4900,3479000,4.58127343272556%,75939584.29
1091095,109,1095,AFRIQUIA GAZ ,ACT,258,4099,1057542,1.39260967766354%,75939584.29
1091105,109,1105,MANAGEM,ACT,960,7550,7248000,9.54442938786859%,75939584.29
1091145,109,1145,CIH,ACT,5344,400,2137600,2.81486924110208%,75939584.29
1091148,109,1148,ITISSALAT AL MAGHRIB,ACT,45618,106.85,4874283.3,6.41863310890136%,75939584.29
1091151,109,1151,ADDOHA,ACT,33677,29.9,1006942.3,1.32597815673399%,75939584.29
1091163,109,1163,DISWAY,ACT,174,880,153120,0.201633971836429%,75939584.29
1091180,109,1180,LABEL VIE,ACT,438,4280,1874640,2.46859397180932%,75939584.29
1091181,109,1181,ALLIANCES,ACT,2126,498,1058748,1.39419778222228%,75939584.29
1091185,109,1185,DELTA HOLDING,ACT,4949,68,336532,0.44315754839379%,75939584.29
1091188,109,1188,BCP,ACT,12171,270,3286170,4.32734789204362%,75939584.29
1091208,109,1208,JET CONTRACTORS,ACT,118,2600,306800,0.404005371992009%,75939584.29
1091220,109,1220,TAQA MOROCCO ,ACT,344,1945,669080,0.881068821031335%,75939584.29
1091224,109,1224,COSUMAR,ACT,11009,202.95,2234276.55,2.94217642997319%,75939584.29
1091226,109,1226,TOTALENERGIES MARKETING MAROC,ACT,602,1598,961996,1.26679123805354%,75939584.29
1091231,109,1231,SODEP-MARSA MAROC,ACT,7509,901,6765609,8.90919941589793%,75939584.29
1091232,109,1232,LAFARGE-HOLCIM MAROC,ACT,1668,1799,3000732,3.95147277675465%,75939584.29
1091239,109,1239,MUTANDIS,ACT,2158,244.85,528386.3,0.695798251913238%,75939584.29
1091243,109,1243,BANK OF AFRICA,ACT,14780,209,3089020,4.06773361861394%,75939584.29
1091244,109,1244,ATW,ACT,18620,731,13611220,17.9237483682043%,75939584.29
1091246,109,1246,ARADEI CAPITAL,ACT,2213,440,973720,1.28222982664948%,75939584.29
1091250,109,1250,SOTHEMA,ACT,92,1730,159160,0.209587662992986%,75939584.29
1091252,109,1252,TGCC,ACT,4454,834.3,3715972.2,4.89332702403183%,75939584.29
1091258,109,1258,AKDITAL,ACT,2041,1119,2283879,3.00749473591831%,75939584.29
1091261,109,1261,HPS (VN 10),ACT,1736,520,902720,1.1887344504714%,75939584.29
1091271,109,1271,CMGP GROUP,ACT,2531,376,951656,1.25317515087493%,75939584.29
1091275,109,1275,VICENNE,ACT,242,420,101640,0.133843239925906%,75939584.29
1091276,109,1276,CASH PLUS,ACT,337,290,97730,0.128694410054691%,75939584.29
1091278,109,1278,SGTM,ACT,2330,835,1945550,2.56197083272182%,75939584.29
10980129,109,80129,Droit d ' Attribution BOA 1/48  2025,ACT,31,4.35,134.85,0.000177575372924128%,75939584.29
113003,113,003,PATRIMOINE OBLIGATIONS        ,OPC,197950,422.5,83633875,2.34119475489657%,3572273294.44
113008,113,008,ATTIJARI AL MOUCHARAKA    ,OPC,18152,1315.44,23877866.88,0.668422175793892%,3572273294.44
113068,113,068,FCP ATTIJARI VALEURS ESG,OPC,54798,175.72,9629104.56,0.269551172778047%,3572273294.44
113070,113,070,FCP ATTIJARI FIXED INCOME DISTRIBUTION,OPC,365000,108.49,39598850,1.10850561354398%,3572273294.44
113075,113,075,FCP WG MOMENTUM FACTOR FUND ,OPC,40591,174.67,7090029.97,0.198473895629294%,3572273294.44
113100964,113,100964,BSF WAFASALAF du 01/11/2024 à 3.43% 5ANS,TCN,58,101405.28,5881506.24,0.164643232900298%,3572273294.44
113100999,113,100999,BSF WAFASALAF du 28/07/2025 à 2.90%  5 ANS,TCN,550,99639.7,54801835,1.53408853363194%,3572273294.44
113101011,113,101011,BSF WAFABAIL du 06/10/2025 à 2.86% 4ans,TCN,200,99707.06,19941412,0.558227502667208%,3572273294.44
113101018,113,101018,BSF WAFASALAF du 10/11/2025 à 3.12%  5 ans,TCN,650,99627.31,64757751.5,1.81278827688775%,3572273294.44
113101023,113,101023,BSF WAFABAIL du 05/01/2026 à 2.94% 4ans,TCN,230,99366.52,22854299.6,0.639769069056703%,3572273294.44
113102,113,102,ATTIJARI ACTIONS              ,OPC,34000,905.18,30776120,0.861527589389673%,3572273294.44
1131035,113,1035,CREDIT EQDOM,ACT,6807,1380,9393660,0.262960283991166%,3572273294.44
1131038,113,1038,CDM,ACT,43422,1040,45158880,1.26414964023852%,3572273294.44
1131050,113,1050,CIMENTS DU MAROC,ACT,41195,1737,71555715,2.00308624514736%,3572273294.44
1131080,113,1080,SAMIR ,ACT,1512,0,0,0%,3572273294.44
1131081,113,1081,BMCI,ACT,27735,629,17445315,0.488353313481151%,3572273294.44
1131092,113,1092,WAFA ASSURANCE,ACT,42819,4900,209813100,5.87337761437681%,3572273294.44
113110,113,110,ATTIJARI SOLIDARITE ,OPC,3490,5420.53,18917649.7,0.529568936661258%,3572273294.44
1131105,113,1105,MANAGEM,ACT,34390,7550,259644500,7.26832687756894%,3572273294.44
113112,113,112,ATTIJARI OBLIGATIONS          ,OPC,117000,313.5,36679500,1.02678314274244%,3572273294.44
1131145,113,1145,CIH,ACT,234160,400,93664000,2.62197184481326%,3572273294.44
1131146,113,1146,RISMA,ACT,2366,370,875420,0.0245059637895715%,3572273294.44
1131148,113,1148,ITISSALAT AL MAGHRIB,ACT,1055659,106.85,112797164.15,3.1575737591399%,3572273294.44
1131151,113,1151,ADDOHA,ACT,224272,29.9,6705732.8,0.187716119324829%,3572273294.44
1131171,113,1171,ATLANTASANAD,ACT,26393,135,3563055,0.0997419487905825%,3572273294.44
1131179,113,1179,CMT,ACT,10872,2100,22831200,0.639122433200596%,3572273294.44
1131180,113,1180,LABEL VIE,ACT,12550,4280,53714000,1.50363635625533%,3572273294.44
1131185,113,1185,DELTA HOLDING,ACT,47687,68,3242716,0.0907745777750842%,3572273294.44
1131188,113,1188,BCP,ACT,226328,270,61108560,1.7106350764123%,3572273294.44
1131220,113,1220,TAQA MOROCCO ,ACT,71,1945,138095,0.00386574566439067%,3572273294.44
1131224,113,1224,COSUMAR,ACT,5619,202.95,1140376.05,0.0319229788990366%,3572273294.44
1131226,113,1226,TOTALENERGIES MARKETING MAROC,ACT,6811,1598,10883978,0.304679320502722%,3572273294.44
1131231,113,1231,SODEP-MARSA MAROC,ACT,181853,901,163849553,4.58670262588869%,3572273294.44
1131232,113,1232,LAFARGE-HOLCIM MAROC,ACT,16980,1799,30547020,0.855114306275065%,3572273294.44
1131239,113,1239,MUTANDIS,ACT,3200,244.85,783520,0.0219333722652042%,3572273294.44
1131243,113,1243,BANK OF AFRICA,ACT,412020,209,86112180,2.41057088588456%,3572273294.44
1131244,113,1244,ATW,ACT,580634,731,424443454,11.8816064454144%,3572273294.44
1131246,113,1246,ARADEI CAPITAL,ACT,11277,440,4961880,0.138899787082999%,3572273294.44
1131250,113,1250,SOTHEMA,ACT,500,1730,865000,0.0242142727810415%,3572273294.44
1131252,113,1252,TGCC,ACT,50967,834.3,42521768.1,1.19032796752091%,3572273294.44
1131258,113,1258,AKDITAL,ACT,41274,1119,46185606,1.29289117022163%,3572273294.44
1131262,113,1262,CFG BANK,ACT,34328,230,7895440,0.221020043799244%,3572273294.44
1131271,113,1271,CMGP GROUP,ACT,11046,376,4153296,0.116264788768102%,3572273294.44
1131276,113,1276,CASH PLUS,ACT,42920,290,12446800,0.348427988960772%,3572273294.44
1131278,113,1278,SGTM,ACT,32525,835,27158375,0.760254682704992%,3572273294.44
113153078,113,153078,CD CIH du 30/04/2025  à  2.92%   5 ans,TCN,125,101175.48,12646935,0.354030443854452%,3572273294.44
113153118,113,153118,"CD CAM du  17/10/2025 à   2,65%   3 ANS",TCN,100,100037.66,10003766,0.280039212441282%,3572273294.44
113201516,113,201516,BDT du 15/01/2018 ATYP jouiss 18/07/2018 à 3.70% 15 ans,OBL,38,106557.02,4049166.76,0.113349859494296%,3572273294.44
113201552,113,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,60,101098.56,6065913.6,0.169805418007664%,3572273294.44
113201651,113,201651,BDT du 20/04/2021 ATYP 16/06/2021 à 2.30% 10 ans,OBL,208,98472.67,20482315.36,0.57336921539232%,3572273294.44
113201792,113,201792,BDT du 16/01/2023 atp  a 4.20%  10 ans,OBL,453,110402.31,50012246.43,1.40001176583664%,3572273294.44
113201808,113,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,2003,119318.13,238994214.39,6.69025560731813%,3572273294.44
113201809,113,201809,BDT DU 20/03/2023 à 5.5 30 ans ,OBL,470,131399.42,61757727.4,1.72880746543445%,3572273294.44
113201821,113,201821,BDT DU 27/06/2023 à 4.30% 10 ans ,OBL,1200,111760.68,134112816,3.75427087867934%,3572273294.44
