code,PORTEFEUILLE,TITRE,DESCRIPTION,CLASSE,Quantité_Actif,COURS,Valo_Titre_CV,POIDS,ACTIF_NET_NET
113201822,113,201822,BDT du 27/06/2023 ATYP 14/03/2024 à 4.75 % 15 ans ,OBL,340,119665.25,40686185,1.13894379423112%,3572273294.44
113201840,113,201840,BDT du 15/10/2024 à 3.50%  5 ANS ATYP 15/01/2024,OBL,20,103575.97,2071519.4,0.0579888275408317%,3572273294.44
113201853,113,201853,BDT du 14/09/2024  2 ans  à 3.25%  ATYP 27/05/2024,OBL,50,101802.42,5090121,0.142489685991339%,3572273294.44
113201854,113,201854,BDT du 15/02/2025  30ans à 4.90%  ATYP 04/06/2024,OBL,98,123692.92,12121906.16,0.339333112583153%,3572273294.44
113201865,113,201865,BDT DU 18/06/2025 à 3.55% 10 ANS,OBL,1000,108904.97,108904970,3.04861809340017%,3572273294.44
113201914,113,201914,BDT du 14/02/2026 à 3.80%   30 ANS ATYP 08/07/2025,OBL,600,98111.99,58867194,1.64789166863641%,3572273294.44
1135106,113,5106,OBLIGATION A1 MIFTTAH 09/12/2019 12 ANS AMORT,OBL,349,32551.56,11360494.44,0.318018625777648%,3572273294.44
1135116,113,5116,OBLIGATION A1 MIFTTAH 11/06/2021 12 ANS AMORT,OBL,304,55969.61,17014761.44,0.476300664523129%,3572273294.44
1135122,113,5122,OBLIGATION FT HYPOTHECA du  06/08/2021  12 ANS AMORT,OBL,136,43611.79,5931203.44,0.166034425452037%,3572273294.44
1135129,113,5129,OBLIGATION FT RELEVIUM C1 du 14/01/2022  10 ANS,OBL,223,105780.51,23589053.73,0.660337319843774%,3572273294.44
1135172,113,5172,OBLIGATION FT CORPORATE SYNTHETIC FUND  2 ANS,OBL,630,100544.53,63343053.9,1.7731861108888%,3572273294.44
11380129,113,80129,Droit d ' Attribution BOA 1/48  2025,ACT,8,4.35,34.8,0.000000974169587029185%,3572273294.44
1139070,113,9070,OBL SUB BOA 151008 100000 10 ANS 52s+100PB,OBL,13,101240.27,1316123.51,0.0368427441441408%,3572273294.44
1139240,113,9240,OBL FEC du 08/12/2014 à 4.32% Révisable 5 ans,OBL,544,26952.89,14662372.16,0.410449339999294%,3572273294.44
1139360,113,9360,OBL AL MADA DU 17/01/2018 à 4.08% 10 ANS,OBL,1060,101570.67,107664910.2,3.01390462951346%,3572273294.44
1139395,113,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,251,61843,15522593,0.434529827943452%,3572273294.44
1139411,113,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,209,104064.87,21749557.83,0.608843614060876%,3572273294.44
1139425,113,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,321,100108.67,32134883.07,0.899563958894628%,3572273294.44
1139452,113,9452,OBL ONDA du 09/06/2020 à 3.67% 10 ANS Trabche A,OBL,725,51145.98,37080835.5,1.03801787947506%,3572273294.44
1139499,113,9499,OBL SUB CDG CAPITAL  du 09/03/2021 à 3.14% 10 ans,OBL,272,100327.84,27289172.48,0.763916146126718%,3572273294.44
1139523,113,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,466,98933.12,46102833.92,1.29057410002073%,3572273294.44
1139644,113,9644,OBL OCP ORD SUB Fixe  DU 16/12/2024  10 ANS ,OBL,153,102621.92,15701153.76,0.439528346961521%,3572273294.44
113IE000YYE6WK5,113,IE000YYE6WK5,VANECK DEFENSE ETF,OPC,16250,58.48,950300,0.0266021080044205%,3572273294.44
113IE00BFXR7892,113,IE00BFXR7892,KRANESHARES CSI CHINA INTRNT,OPC,63500,25.385,1611947.5,0.0451238571950496%,3572273294.44
113IE00BQQP9F84,113,IE00BQQP9F84,VANECK GOLD MINERS UCITS ETF,OPC,4400,106.14,467016,0.0130733558579317%,3572273294.44
113US25459W4583,113,US25459W4583,DAILY SEMICONDUCTOR BULL3X SHS,OPC,3500,53.25,186375,0.00521726599949897%,3572273294.44
113US25459Y6941,113,US25459Y6941,DIREXION SHARES DAILY BULL 3X,OPC,8267,152.28,1258898.76,0.0352408300327803%,3572273294.44
113US46090E1038,113,US46090E1038,INVESCO QQQ TRUST SERIES 1,OPC,1193,597.03,712256.79,0.019938474223363%,3572273294.44
113US4642887602,113,US4642887602,i SHARES US AEROSPACE  ETF DJ,OPC,16361,226.18,3700530.98,0.103590365993543%,3572273294.44
113US46428Q1094,113,US46428Q1094,iShares Silver Trust,OPC,5500,66.69,366795,0.0102678314274244%,3572273294.44
113US74347X8314,113,US74347X8314,PROSHARES ULTRA PRO QQQ,OPC,3000,47.64,142920,0.00400081371776469%,3572273294.44
113US88636R5110,113,US88636R5110,DEFIANCE DAILY TARGET 2X LONG ORCL ETF,OPC,23500,8.17,191995,0.0053745887891284%,3572273294.44
113US92189F1066,113,US92189F1066,VANECK GOLD MINERS ETF,OPC,5000,92.44,462200,0.0129385397449681%,3572273294.44
113XS1061043367,113,XS1061043367,OBL OCP INTERNATIONAL à 6.875%  30 ANS,OBL,1623,1020.49,1656255.27,0.0463641813905405%,3572273294.44
113XS2080771806,113,XS2080771806,EUROBOND DU 27/11/2019 11 ans (2031),OBL,1120,1003.04,1123404.8,0.0314478962667415%,3572273294.44
113XS2239829216,113,XS2239829216,EUROBOND DU 30/09/2020 10 ans (2030),OBL,1900,1017.32,1932908,0.0541086260955577%,3572273294.44
113XS2270576619,113,XS2270576619,EUROBOND DU 15/12/2020 SEM (2027),OBL,160,1003.66,160585.6,0.00449533355272511%,3572273294.44
113XS2270577344,113,XS2270577344,EUROBOND MAROC 4 15/12/2025 ,OBL,2000,1006.15,2012300,0.0563310764361732%,3572273294.44
113XS2621506588,113,XS2621506588,OBL BNP PARIBAS 13 SEM ,OBL,1000,1041.33,1041330,0.0291503452891121%,3572273294.44
113XS2810168737,113,XS2810168737,OBL OCP INTERNATIONAL 6.75% 10 ANS,OBL,81,1018.72,82516.32,0.00230991061429793%,3572273294.44
113XS3040573191,113,XS3040573191,OBL OCP INTERNATIONAL à 6.70% écheance 01/03/2036 ,OBL,1136,1029.78,1169830.08,0.0327474967220666%,3572273294.44
113XS3041322051,113,XS3041322051,KINGDOM OF MOROCCO 4 3/4 04/02/35 au 26/03/2025 à 99.276,OBL,5587,1041.64,5819642.68,0.162911462822788%,3572273294.44
2011001,201,1001,SONASID,ACT,1308,1985,2596380,0.439866257103028%,590265781.49
2011003,201,1003,MAROC LEASING ,ACT,338,370.95,125381.1,0.021241465104669%,590265781.49
201101013,201,101013,BSF WAFASALAF du 10/10/2025 à 2.98%  5 ans,TCN,250,99289.06,24822265,4.20526918184915%,590265781.49
201101018,201,101018,BSF WAFASALAF du 10/11/2025 à 3.12%  5 ans,TCN,150,99627.31,14944096.5,2.5317572132128%,590265781.49
2011036,201,1036,SOCIETE DE BOISSONS DU MAROC,ACT,424,2209,936616,0.158676994223808%,590265781.49
2011038,201,1038,CDM,ACT,9745,1040,10134800,1.71698924752454%,590265781.49
2011050,201,1050,CIMENTS DU MAROC,ACT,7296,1737,12673152,2.14702467895214%,590265781.49
2011080,201,1080,SAMIR ,ACT,478,0,0,0%,590265781.49
2011081,201,1081,BMCI,ACT,3322,629,2089538,0.35399951437561%,590265781.49
2011092,201,1092,WAFA ASSURANCE,ACT,2959,4900,14499100,2.45636803871641%,590265781.49
2011095,201,1095,AFRIQUIA GAZ ,ACT,810,4099,3320190,0.562490678625972%,590265781.49
2011096,201,1096,AUTO-HALL ,ACT,8000,90.21,721680,0.122263567130433%,590265781.49
2011105,201,1105,MANAGEM,ACT,3808,7550,28750400,4.87075498895188%,590265781.49
2011145,201,1145,CIH,ACT,19978,400,7991200,1.35383080818744%,590265781.49
2011148,201,1148,ITISSALAT AL MAGHRIB,ACT,249040,106.85,26609924,4.5081258027238%,590265781.49
2011151,201,1151,ADDOHA,ACT,78314,29.9,2341588.6,0.396700719138616%,590265781.49
2011171,201,1171,ATLANTASANAD,ACT,9873,135,1332855,0.225805906728236%,590265781.49
2011172,201,1172,SNEP,ACT,250,458,114500,0.0193980412875992%,590265781.49
2011179,201,1179,CMT,ACT,35,2100,73500,0.0124520177697689%,590265781.49
2011180,201,1180,LABEL VIE,ACT,2441,4280,10447480,1.76996199468442%,590265781.49
2011181,201,1181,ALLIANCES,ACT,10001,498,4980498,0.84377210337821%,590265781.49
2011185,201,1185,DELTA HOLDING,ACT,19526,68,1327768,0.224944091566401%,590265781.49
2011188,201,1188,BCP,ACT,43101,270,11637270,1.97153051471562%,590265781.49
2011203,201,1203,LESIEUR,ACT,4000,344.95,1379800,0.233759103656151%,590265781.49
2011208,201,1208,JET CONTRACTORS,ACT,471,2600,1224600,0.207465863413047%,590265781.49
2011220,201,1220,TAQA MOROCCO ,ACT,155,1945,301475,0.0510744497570214%,590265781.49
2011224,201,1224,COSUMAR,ACT,35408,202.95,7186053.6,1.2174267635607%,590265781.49
2011226,201,1226,TOTALENERGIES MARKETING MAROC,ACT,4104,1598,6558192,1.11105746015723%,590265781.49
2011231,201,1231,SODEP-MARSA MAROC,ACT,38231,901,34446131,5.83569843961615%,590265781.49
2011232,201,1232,LAFARGE-HOLCIM MAROC,ACT,5327,1799,9583273,1.62355218623873%,590265781.49
2011238,201,1238,IMMORENT INVEST,ACT,91,91.5,8326.5,0.00141063572734668%,590265781.49
2011239,201,1239,MUTANDIS,ACT,4540,244.85,1111619,0.188325163826023%,590265781.49
2011243,201,1243,BANK OF AFRICA,ACT,55231,209,11543279,1.95560700992381%,590265781.49
2011244,201,1244,ATW,ACT,82234,731,60113054,10.1840655320147%,590265781.49
2011246,201,1246,ARADEI CAPITAL,ACT,7109,440,3127960,0.529923993239814%,590265781.49
2011250,201,1250,SOTHEMA,ACT,193,1730,333890,0.0565660437163012%,590265781.49
2011252,201,1252,TGCC,ACT,16791,834.3,14008731.3,2.37329212353085%,590265781.49
2011258,201,1258,AKDITAL,ACT,8540,1119,9556260,1.61897577323172%,590265781.49
2011261,201,1261,HPS (VN 10),ACT,7529,520,3915080,0.663274091565534%,590265781.49
2011262,201,1262,CFG BANK,ACT,8301,230,1909230,0.32345259709627%,590265781.49
2011271,201,1271,CMGP GROUP,ACT,5538,376,2082288,0.352771254119408%,590265781.49
2011275,201,1275,VICENNE,ACT,1837,420,771540,0.130710609388945%,590265781.49
2011276,201,1276,CASH PLUS,ACT,10480,290,3039200,0.51488669939975%,590265781.49
2011278,201,1278,SGTM,ACT,7634,835,6374390,1.079918606142%,590265781.49
201152444,201,152444,CD CIH du 22/11/2021 à 2.63%  7ans,TCN,52,99137.15,5155131.8,0.873357724885724%,590265781.49
201153078,201,153078,CD CIH du 30/04/2025  à  2.92%   5 ans,TCN,74,101175.48,7486985.52,1.2684092073067%,590265781.49
201201524,201,201524,BDT du 02/04/18 ATYP 16/08/18 à 3.95% 20 ANS,OBL,400,108898.56,43559424,7.37962886651561%,590265781.49
201201552,201,201552,BDT DU 17/06/2020 10 ANS 2.7%,OBL,135,101098.56,13648305.6,2.31223052868621%,590265781.49
201201651,201,201651,BDT du 20/04/2021 ATYP 16/06/2021 à 2.30% 10 ans,OBL,158,98472.67,15558681.86,2.63587731965852%,590265781.49
201201808,201,201808,BDT DU 20/03/2023 à 4.90% 15 ans ,OBL,283,119318.13,33767030.79,5.7206485364546%,590265781.49
201201809,201,201809,BDT DU 20/03/2023 à 5.5 30 ans ,OBL,56,131399.42,7358367.52,1.24661936211606%,590265781.49
201201837,201,201837,BDT du 18/09/2024 à 4%  10 ANS ATYP 02/01/2024,OBL,565,108473.11,61287307.15,10.3830018733753%,590265781.49
201201854,201,201854,BDT du 15/02/2025  30ans à 4.90%  ATYP 04/06/2024,OBL,70,123692.92,8658504.4,1.46688232174724%,590265781.49
201201862,201,201862,BDT du 15/04/2025  5 ans à 3.30%  ATYP 15/07/2024,OBL,150,106923.5,16038525,2.71717004490997%,590265781.49
201201868,201,201868,BDT du 16/11/2024 à 2.85%  2 ANS,OBL,50,100978.42,5048921,0.855364000138222%,590265781.49
20180129,201,80129,Droit d ' Attribution BOA 1/48  2025,ACT,8,4.35,34.8,0.00000589564922976813%,590265781.49
2019149,201,9149,OBLIG FEC du 20/01/2012 à 5.30% 15 ans,OBL,174,6804.49,1183981.26,0.200584431137325%,590265781.49
2019240,201,9240,OBL FEC du 08/12/2014 à 4.32% Révisable 5 ans,OBL,109,26952.89,2937865.01,0.497719011016357%,590265781.49
2019395,201,9395,OBL ANP du 04/06/2019 à 3.91% 15 ans TRANCH B ,OBL,122,61843,7544846,1.27821165254653%,590265781.49
2019411,201,9411,OBL ONCF du 31/10/19 à 4.02% 30 ANS AMRT LIN 15ans,OBL,16,104064.87,1665037.92,0.282082745131687%,590265781.49
2019425,201,9425,OBL SUB BCP du 26/12/2019 à 3.28% 10ans  Fixe,OBL,242,100108.67,24226298.14,4.10430333244897%,590265781.49
2019523,201,9523,OBL MANAGEM du 21/12/2021 à 3.22% 7 ANS,OBL,52,98933.12,5144522.24,0.871560304074167%,590265781.49
2051001,205,1001,SONASID,ACT,2068,1985,4104980,0.888855340983942%,461827680.02
2051035,205,1035,CREDIT EQDOM,ACT,1571,1380,2167980,0.469434833335696%,461827680.02
2051036,205,1036,SOCIETE DE BOISSONS DU MAROC,ACT,200,2209,441800,0.0956633868244682%,461827680.02
2051038,205,1038,CDM,ACT,7903,1040,8219120,1.77969410574179%,461827680.02
2051050,205,1050,CIMENTS DU MAROC,ACT,12514,1737,21736818,4.7066944967566%,461827680.02
2051080,205,1080,SAMIR ,ACT,1244,0,0,0%,461827680.02
2051092,205,1092,WAFA ASSURANCE,ACT,3836,4900,18796400,4.07000290653562%,461827680.02
2051095,205,1095,AFRIQUIA GAZ ,ACT,1217,4099,4988483,1.08016111112785%,461827680.02
2051105,205,1105,MANAGEM,ACT,5233,7550,39509150,8.554954955989%,461827680.02
2051145,205,1145,CIH,ACT,27851,400,11140400,2.41224172607358%,461827680.02
2051148,205,1148,ITISSALAT AL MAGHRIB,ACT,320310,106.85,34225123.5,7.41079952126686%,461827680.02
2051151,205,1151,ADDOHA,ACT,229402,29.9,6859119.8,1.48521193006512%,461827680.02
2051171,205,1171,ATLANTASANAD,ACT,12410,135,1675350,0.362765176813882%,461827680.02
2051179,205,1179,CMT,ACT,73,2100,153300,0.0331941991855839%,461827680.02
2051180,205,1180,LABEL VIE,ACT,3845,4280,16456600,3.56336372027058%,461827680.02
2051181,205,1181,ALLIANCES,ACT,17612,498,8770776,1.89914471987044%,461827680.02
2051185,205,1185,DELTA HOLDING,ACT,28133,68,1913044,0.414233291498932%,461827680.02
2051188,205,1188,BCP,ACT,65571,270,17704170,3.83350127459517%,461827680.02
2051208,205,1208,JET CONTRACTORS,ACT,3064,2600,7966400,1.72497239655601%,461827680.02
2051220,205,1220,TAQA MOROCCO ,ACT,1200,1945,2334000,0.505383306582863%,461827680.02
2051224,205,1224,COSUMAR,ACT,67599,202.95,13719217.05,2.97063550833633%,461827680.02
2051226,205,1226,TOTALENERGIES MARKETING MAROC,ACT,4569,1598,7301262,1.58094941379083%,461827680.02
2051231,205,1231,SODEP-MARSA MAROC,ACT,47613,901,42899313,9.28903027166804%,461827680.02
2051232,205,1232,LAFARGE-HOLCIM MAROC,ACT,8999,1799,16189201,3.50546355283402%,461827680.02
2051239,205,1239,MUTANDIS,ACT,10164,244.85,2488655.4,0.538870991858311%,461827680.02
2051243,205,1243,BANK OF AFRICA,ACT,99059,209,20703331,4.48291254415574%,461827680.02
2051244,205,1244,ATW,ACT,113875,731,83242625,18.0246071427323%,461827680.02
2051246,205,1246,ARADEI CAPITAL,ACT,6846,440,3012240,0.652243278243857%,461827680.02
2051250,205,1250,SOTHEMA,ACT,509,1730,880570,0.190670684780493%,461827680.02
2051252,205,1252,TGCC,ACT,28196,834.3,23523922.8,5.09365804989889%,461827680.02
2051253,205,1253,DISTY TECHNOLOGIES,ACT,2,324,648,0.000140312074835345%,461827680.02
2051258,205,1258,AKDITAL,ACT,15746,1119,17619774,3.81522692603374%,461827680.02
2051261,205,1261,HPS (VN 10),ACT,11937,520,6207240,1.34405975833479%,461827680.02
2051262,205,1262,CFG BANK,ACT,11325,230,2604750,0.564009069332353%,461827680.02
2051271,205,1271,CMGP GROUP,ACT,12442,376,4678192,1.01297349691067%,461827680.02
2051275,205,1275,VICENNE,ACT,1362,420,572040,0.123864381618535%,461827680.02
2051276,205,1276,CASH PLUS,ACT,8635,290,2504150,0.542226052776125%,461827680.02
2051278,205,1278,SGTM,ACT,11522,835,9620870,2.08321640651408%,461827680.02
20580129,205,80129,Droit d ' Attribution BOA 1/48  2025,ACT,10,4.35,43.5,0.00000941909761626159%,461827680.02
2071001,207,1001,SONASID,ACT,607,1985,1204895,3.41649615121364%,35266979.58
2071035,207,1035,CREDIT EQDOM,ACT,174,1380,240120,0.68086352406593%,35266979.58
2071038,207,1038,CDM,ACT,571,1040,593840,1.68384139235096%,35266979.58
2071050,207,1050,CIMENTS DU MAROC,ACT,1048,1737,1820376,5.16170089324105%,35266979.58
2071080,207,1080,SAMIR ,ACT,366,0,0,0%,35266979.58
2071081,207,1081,BMCI,ACT,255,629,160395,0.454802202825899%,35266979.58
2071092,207,1092,WAFA ASSURANCE,ACT,412,4900,2018800,5.72433484251333%,35266979.58
2071095,207,1095,AFRIQUIA GAZ ,ACT,136,4099,557464,1.5806967498746%,35266979.58
2071105,207,1105,MANAGEM,ACT,364,7550,2748200,7.79255845759616%,35266979.58
2071145,207,1145,CIH,ACT,2505,400,1002000,2.84118462066493%,35266979.58
2071148,207,1148,ITISSALAT AL MAGHRIB,ACT,25528,106.85,2727666.8,7.73433628987856%,35266979.58
2071151,207,1151,ADDOHA,ACT,14248,29.9,426015.2,1.20797189062824%,35266979.58
2071171,207,1171,ATLANTASANAD,ACT,1053,135,142155,0.403082434880861%,35266979.58
2071172,207,1172,SNEP,ACT,144,458,65952,0.187007792517059%,35266979.58
2071179,207,1179,CMT,ACT,89,2100,186900,0.529957490621033%,35266979.58
2071180,207,1180,LABEL VIE,ACT,324,4280,1386720,3.93206341034777%,35266979.58
2071181,207,1181,ALLIANCES,ACT,1003,498,499494,1.41632202686069%,35266979.58
2071185,207,1185,DELTA HOLDING,ACT,2698,68,183464,0.520214665913842%,35266979.58
2071188,207,1188,BCP,ACT,5668,270,1530360,4.33935658291495%,35266979.58
2071208,207,1208,JET CONTRACTORS,ACT,73,2600,189800,0.538180480042119%,35266979.58
2071220,207,1220,TAQA MOROCCO ,ACT,90,1945,175050,0.496356654538319%,35266979.58
2071224,207,1224,COSUMAR,ACT,6350,202.95,1288732.5,3.65421852210685%,35266979.58
2071226,207,1226,TOTALENERGIES MARKETING MAROC,ACT,623,1598,995554,2.82290690004137%,35266979.58
2071231,207,1231,SODEP-MARSA MAROC,ACT,3587,901,3231887,9.16405952108474%,35266979.58
2071232,207,1232,LAFARGE-HOLCIM MAROC,ACT,754,1799,1356446,3.84622107181882%,35266979.58
2071239,207,1239,MUTANDIS,ACT,345,244.85,84473.25,0.239525048660263%,35266979.58
2071243,207,1243,BANK OF AFRICA,ACT,4895,209,1023055,2.90088635937561%,35266979.58
2071244,207,1244,ATW,ACT,8681,731,6345811,17.993633352142%,35266979.58
2071246,207,1246,ARADEI CAPITAL,ACT,932,440,410080,1.16278741441345%,35266979.58
2071250,207,1250,SOTHEMA,ACT,45,1730,77850,0.22074473325226%,35266979.58
2071252,207,1252,TGCC,ACT,2157,834.3,1799585.1,5.10274801367041%,35266979.58
2071258,207,1258,AKDITAL,ACT,1174,1119,1313706,3.72503122083357%,35266979.58
2071261,207,1261,HPS (VN 10),ACT,1345,520,699400,1.98315820727849%,35266979.58
2071262,207,1262,CFG BANK,ACT,772,230,177560,0.503473793657948%,35266979.58
2071271,207,1271,CMGP GROUP,ACT,774,376,291024,0.825202508028333%,35266979.58
2071275,207,1275,VICENNE,ACT,142,420,59640,0.169110030715026%,35266979.58
2071276,207,1276,CASH PLUS,ACT,166,290,48140,0.13650162439003%,35266979.58
2071278,207,1278,SGTM,ACT,980,835,818300,2.32030077354302%,35266979.58
207201317,207,201317,BDT DU 06/01/2014 15 ANS 5.60%,OBL,2,113230.05,226460.1,0.642130691930381%,35266979.58
20780129,207,80129,Droit d ' Attribution BOA 1/48  2025,ACT,44,4.35,191.4,0.000542717301791684%,35266979.58
2091001,209,1001,SONASID,ACT,1575,1985,3126375,0.424706842828009%,736125412.81
2091006,209,1006,SMI,ACT,674,5300,3572200,0.485270571812471%,736125412.81
209101018,209,101018,BSF WAFASALAF du 10/11/2025 à 3.12%  5 ans,TCN,400,99627.31,39850924,5.41360525075173%,736125412.81
2091035,209,1035,CREDIT EQDOM,ACT,1805,1380,2490900,0.338379840806138%,736125412.81
2091036,209,1036,SOCIETE DE BOISSONS DU MAROC,ACT,875,2209,1932875,0.262574143802707%,736125412.81
2091038,209,1038,CDM,ACT,5644,1040,5869760,0.797385866301431%,736125412.81
2091050,209,1050,CIMENTS DU MAROC,ACT,8359,1737,14519583,1.97243333096933%,736125412.81
2091080,209,1080,SAMIR ,ACT,88,0,0,0%,736125412.81
2091081,209,1081,BMCI,ACT,3937,629,2476373,0.336406399902291%,736125412.81
2091092,209,1092,WAFA ASSURANCE,ACT,3574,4900,17512600,2.37902396728153%,736125412.81
2091095,209,1095,AFRIQUIA GAZ ,ACT,1066,4099,4369534,0.593585539089086%,736125412.81
2091105,209,1105,MANAGEM,ACT,3353,7550,25315150,3.4389724304402%,736125412.81
2091145,209,1145,CIH,ACT,26801,400,10720400,1.45632793182308%,736125412.81
2091148,209,1148,ITISSALAT AL MAGHRIB,ACT,306990,106.85,32801881.5,4.45601808186269%,736125412.81
2091151,209,1151,ADDOHA,ACT,232359,29.9,6947534.1,0.943797616425072%,736125412.81
2091171,209,1171,ATLANTASANAD,ACT,8369,135,1129815,0.153481319940739%,736125412.81
2091172,209,1172,SNEP,ACT,1378,458,631124,0.0857359342602805%,736125412.81
2091179,209,1179,CMT,ACT,127,2100,266700,0.0362302394889385%,736125412.81
2091180,209,1180,LABEL VIE,ACT,3715,4280,15900200,2.15998520405707%,736125412.81
2091181,209,1181,ALLIANCES,ACT,10264,498,5111472,0.694375158233983%,736125412.81
2091185,209,1185,DELTA HOLDING,ACT,21453,68,1458804,0.198173296915716%,736125412.81
2091188,209,1188,BCP,ACT,49581,270,13386870,1.81855832811131%,736125412.81
2091208,209,1208,JET CONTRACTORS,ACT,615,2600,1599000,0.217218421232893%,736125412.81
2091220,209,1220,TAQA MOROCCO ,ACT,795,1945,1546275,0.210055918881734%,736125412.81
2091224,209,1224,COSUMAR,ACT,52114,202.95,10576536.3,1.43678456360124%,736125412.81
2091226,209,1226,TOTALENERGIES MARKETING MAROC,ACT,5050,1598,8069900,1.09626700281884%,736125412.81
2091231,209,1231,SODEP-MARSA MAROC,ACT,40934,901,36881534,5.01022425774063%,736125412.81
2091232,209,1232,LAFARGE-HOLCIM MAROC,ACT,6058,1799,10898342,1.48050071500696%,736125412.81
2091238,209,1238,IMMORENT INVEST,ACT,5582,91.5,510753,0.069383965165706%,736125412.81
2091239,209,1239,MUTANDIS,ACT,10598,244.85,2594920.3,0.35251062588567%,736125412.81
2091243,209,1243,BANK OF AFRICA,ACT,65730,209,13737570,1.86619966665188%,736125412.81
2091244,209,1244,ATW,ACT,86967,731,63572877,8.63614757671852%,736125412.81
2091246,209,1246,ARADEI CAPITAL,ACT,6873,440,3024120,0.410815867428904%,736125412.81
2091250,209,1250,SOTHEMA,ACT,865,1730,1496450,0.20328737114069%,736125412.81
2091252,209,1252,TGCC,ACT,17503,834.3,14602752.9,1.98373166390998%,736125412.81
2091253,209,1253,DISTY TECHNOLOGIES,ACT,12,324,3888,0.000528170870389924%,736125412.81
2091258,209,1258,AKDITAL,ACT,12680,1119,14188920,1.92751394709182%,736125412.81
2091261,209,1261,HPS (VN 10),ACT,7772,520,4041440,0.549015144657576%,736125412.81
2091262,209,1262,CFG BANK,ACT,8052,230,1851960,0.251582130948386%,736125412.81
2091271,209,1271,CMGP GROUP,ACT,8809,376,3312184,0.449948329776641%,736125412.81
2091275,209,1275,VICENNE,ACT,2062,420,866040,0.117648431222348%,736125412.81
2091276,209,1276,CASH PLUS,ACT,3157,290,915530,0.124371470413603%,736125412.81
2091278,209,1278,SGTM,ACT,7723,835,6448705,0.876033470354387%,736125412.81
